Temperature - (Celsius), Year, Statistics, Country, ISO3
1.35367, 2003, Mar Average, China, CHN
8.40382, 2003, Apr Average, China, CHN
13.1803, 2003, May Average, China, CHN
17.5575, 2003, Jun Average, China, CHN
19.3749, 2003, Jul Average, China, CHN
18.6653, 2003, Aug Average, China, CHN
14.7691, 2003, Sep Average, China, CHN
7.85971, 2003, Oct Average, China, CHN
-0.0381, 2003, Nov Average, China, CHN
-5.7355, 2003, Dec Average, China, CHN
-7.4353, 2004, Jan Average, China, CHN
-3.2974, 2004, Feb Average, China, CHN
2.20087, 2004, Mar Average, China, CHN
9.53241, 2004, Apr Average, China, CHN
13.5192, 2004, May Average, China, CHN
17.7735, 2004, Jun Average, China, CHN
19.7347, 2004, Jul Average, China, CHN
18.5554, 2004, Aug Average, China, CHN
14.5654, 2004, Sep Average, China, CHN
7.51077, 2004, Oct Average, China, CHN
0.6377, 2004, Nov Average, China, CHN
-5.4038, 2004, Dec Average, China, CHN
-7.9494, 2005, Jan Average, China, CHN
-6.6954, 2005, Feb Average, China, CHN
1.31173, 2005, Mar Average, China, CHN
8.88005, 2005, Apr Average, China, CHN
13.3559, 2005, May Average, China, CHN
18.4624, 2005, Jun Average, China, CHN
20.2823, 2005, Jul Average, China, CHN
18.7126, 2005, Aug Average, China, CHN
15.3844, 2005, Sep Average, China, CHN
8.03895, 2005, Oct Average, China, CHN
1.01174, 2005, Nov Average, China, CHN
-7.2724, 2005, Dec Average, China, CHN
-7.3738, 2006, Jan Average, China, CHN
-3.791, 2006, Feb Average, China, CHN
1.69025, 2006, Mar Average, China, CHN
8.12463, 2006, Apr Average, China, CHN
13.8068, 2006, May Average, China, CHN
17.8384, 2006, Jun Average, China, CHN
20.3471, 2006, Jul Average, China, CHN
19.7989, 2006, Aug Average, China, CHN
14.6008, 2006, Sep Average, China, CHN
9.16873, 2006, Oct Average, China, CHN
1.24579, 2006, Nov Average, China, CHN
-5.5593, 2006, Dec Average, China, CHN
-6.8378, 2007, Jan Average, China, CHN
-1.8252, 2007, Feb Average, China, CHN
1.86051, 2007, Mar Average, China, CHN
8.73998, 2007, Apr Average, China, CHN
14.7043, 2007, May Average, China, CHN
18.1904, 2007, Jun Average, China, CHN
19.9293, 2007, Jul Average, China, CHN
19.5469, 2007, Aug Average, China, CHN
14.7698, 2007, Sep Average, China, CHN
7.84927, 2007, Oct Average, China, CHN
0.58045, 2007, Nov Average, China, CHN
-4.8138, 2007, Dec Average, China, CHN
-9.1991, 2008, Jan Average, China, CHN
-6.7781, 2008, Feb Average, China, CHN
3.58363, 2008, Mar Average, China, CHN
9.0772, 2008, Apr Average, China, CHN
14.1644, 2008, May Average, China, CHN
17.9206, 2008, Jun Average, China, CHN
20.0834, 2008, Jul Average, China, CHN
18.6798, 2008, Aug Average, China, CHN
14.7518, 2008, Sep Average, China, CHN
8.42804, 2008, Oct Average, China, CHN
0.5262, 2008, Nov Average, China, CHN
-5.0804, 2008, Dec Average, China, CHN
-7.2755, 2009, Jan Average, China, CHN
-2.7333, 2009, Feb Average, China, CHN
1.83103, 2009, Mar Average, China, CHN
9.62283, 2009, Apr Average, China, CHN
13.915, 2009, May Average, China, CHN
17.8393, 2009, Jun Average, China, CHN
19.9348, 2009, Jul Average, China, CHN
18.8167, 2009, Aug Average, China, CHN
14.8591, 2009, Sep Average, China, CHN
8.68741, 2009, Oct Average, China, CHN
-1.5113, 2009, Nov Average, China, CHN
-6.4, 2009, Dec Average, China, CHN
-7.157, 2010, Jan Average, China, CHN
-4.8447, 2010, Feb Average, China, CHN
0.73827, 2010, Mar Average, China, CHN
6.68239, 2010, Apr Average, China, CHN
13.6894, 2010, May Average, China, CHN
18.0626, 2010, Jun Average, China, CHN
20.6833, 2010, Jul Average, China, CHN
19.3831, 2010, Aug Average, China, CHN
14.9127, 2010, Sep Average, China, CHN
7.79118, 2010, Oct Average, China, CHN
1.00899, 2010, Nov Average, China, CHN
-6.217, 2010, Dec Average, China, CHN
-10.551, 2011, Jan Average, China, CHN
-3.8005, 2011, Feb Average, China, CHN
0.01453, 2011, Mar Average, China, CHN
8.92692, 2011, Apr Average, China, CHN
13.5399, 2011, May Average, China, CHN
18.1648, 2011, Jun Average, China, CHN
20.0844, 2011, Jul Average, China, CHN
19.3468, 2011, Aug Average, China, CHN
14.127, 2011, Sep Average, China, CHN
8.30048, 2011, Oct Average, China, CHN
1.23658, 2011, Nov Average, China, CHN
-6.58, 2011, Dec Average, China, CHN
-9.7547, 2012, Jan Average, China, CHN
-6.0407, 2012, Feb Average, China, CHN
0.62189, 2012, Mar Average, China, CHN
9.07236, 2012, Apr Average, China, CHN
14.4223, 2012, May Average, China, CHN
18.0017, 2012, Jun Average, China, CHN
20.1618, 2012, Jul Average, China, CHN
19.0979, 2012, Aug Average, China, CHN
14.2195, 2012, Sep Average, China, CHN
7.45624, 2012, Oct Average, China, CHN
-0.7829, 2012, Nov Average, China, CHN
-7.4122, 2012, Dec Average, China, CHN
-8.471, 2013, Jan Average, China, CHN
-4.6516, 2013, Feb Average, China, CHN
2.61252, 2013, Mar Average, China, CHN
7.89722, 2013, Apr Average, China, CHN
14.1109, 2013, May Average, China, CHN
18.0953, 2013, Jun Average, China, CHN
20.1319, 2013, Jul Average, China, CHN
19.6785, 2013, Aug Average, China, CHN
14.3211, 2013, Sep Average, China, CHN
8.30514, 2013, Oct Average, China, CHN
0.48485, 2013, Nov Average, China, CHN
-5.8042, 2013, Dec Average, China, CHN
-6.5408, 2014, Jan Average, China, CHN
-5.6595, 2014, Feb Average, China, CHN
2.41522, 2014, Mar Average, China, CHN
9.31766, 2014, Apr Average, China, CHN
11.5602, 2014, May Average, China, CHN
17.7751, 2014, Jun Average, China, CHN
19.8805, 2014, Jul Average, China, CHN
18.4652, 2014, Aug Average, China, CHN
14.591, 2014, Sep Average, China, CHN
8.45792, 2014, Oct Average, China, CHN
0.86643, 2014, Nov Average, China, CHN
-6.6938, 2014, Dec Average, China, CHN
-6.2776, 2015, Jan Average, China, CHN
-3.2502, 2015, Feb Average, China, CHN
2.53774, 2015, Mar Average, China, CHN
8.69199, 2015, Apr Average, China, CHN
13.893, 2015, May Average, China, CHN
17.499, 2015, Jun Average, China, CHN
19.8881, 2015, Jul Average, China, CHN
18.8818, 2015, Aug Average, China, CHN
14.3026, 2015, Sep Average, China, CHN
8.34222, 2015, Oct Average, China, CHN
0.53573, 2015, Nov Average, China, CHN
-5.2437, 2015, Dec Average, China, CHN
-8.4061, 2016, Jan Average, China, CHN
-4.7359, 2016, Feb Average, China, CHN
2.7982, 2016, Mar Average, China, CHN
9.53561, 2016, Apr Average, China, CHN
13.3823, 2016, May Average, China, CHN
17.9646, 2016, Jun Average, China, CHN
20.5391, 2016, Jul Average, China, CHN
19.7398, 2016, Aug Average, China, CHN
15.208, 2016, Sep Average, China, CHN
7.60166, 2016, Oct Average, China, CHN
-0.3605, 2016, Nov Average, China, CHN
-3.9229, 2016, Dec Average, China, CHN
